Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:
Fantastic Stay,"From the moment we arrived the staff were attentive, polite and supportive. Loved the rooms. The most comfortable beds and pillows and excellent bathroom facilities. Great location. Loved the robots and the service they provided. Thank you for a wonderful stay.",50,Oct-19,Undisclosed,84,75
Worth to Try,Sophisticated and advanced hotel with friendly staffs. Very good price for hotel near orchard road. The malls are easy to be reached. They have a couple of very cute robots. Great toiletries n wifi. The bed is so futuristic with up n down button. ,50,Nov-19,Undisclosed,1,2
Great Spot for Stay in the Center of Singapore,We just stay 3 days and 2 nights with my family. Everything is great with many facilities and close to many touristic area around the hotel. Futuristic technology inside and decoration that makes my cousin experienced with robots. Thank you YOTEL!,50,Nov-19,Undisclosed,9,10
Hotel Of The Future,I stayed in a lot of hotels but I never felt like I was transported to the future when I stayed here. I wish hotels would be as futuristic as Yotel. I loved Yoshi the robot knocking on my door to give me extra water. The bed was also the best!,50,Nov-19,Undisclosed,66,34
Safety Isssue,"I had an incidence where there was oil based paint in the elevator at 6pm. I got it all over my hand and was unable it wash it off. The front desk called in some guy to remove it from my hand using a chemical, which in turn BURNED my hand. I had blister and irritation on the palm of my hand.  I notified the hotel of the burn but no one seem to care about guest safety and no further care or attention was given. it's appalling to see this lack of guest safety and care.",30,Nov-19,Undisclosed,1,2
Staycation,A great location and value for money. Do book the accommodation via the website to get free complimentary breakfast. The toilet is almost see through. Do be aware of that as co-ed friends staying together would be very uncomfortable.,40,Nov-19,Undisclosed,1,2
Lack of Privacy + Small rooms,rooms too small and Didn't feel private. Felt like i had to be hyper aware everytime i opened the front door cos the first thing people walking by see is your bed.  Plus a floor to ceiling window in the bathroom doesn't sound like a good idea for privacy. Had to be shut most of the time.,20,Nov-19,Undisclosed,1,2
Business and leisure short stay,"Good Central location, great WiFi and the room is clean. Helpful staff and will come back again to stay. Noise levels are a bit of an issue, and the mattress can get a bit soft, but overall a very pleasant stay! ",50,Nov-19,Undisclosed,15,8
YOTEL!! YOur HOtel!,Experience is worthy like your LV bag.  Everything was perfect from cleanliness to comfy beds. Beautiful staff were all helpful. PLUS!!! they did a suprise greetings (with free macaroons) for my kid's 7th bday!! ,50,Nov-19,Undisclosed,1,2
Great find in Singapore ,If you get a good deal on this hotel it’s a great location has fantastic staff and clean and functional rooms.   Robot delivery for room service is fun and cute.  As many have said rooms are small if you have a lot of luggage you’ll be opening and closing it a lot a lot to move around   Bed is a  automatic and great for watching tv. It’s Comfortable for sleep but not Sofitel fantastic.   Overall it’s a great find in an expensive city ,40,Nov-19,Undisclosed,105,160
Good location and hotel but small ,"Location is the best aspect of this hotel as it’s located in a central location where it is easy to access the metro.  The hotel is very clean and staff are helpful. However, the rooms are very small! The design is modern and quirky with a bed that moves and storage is cleverly designed however there is very little storage and once you have your luggage open there is very little space!  Breakfast has a fairly good variety and everything you need, option to sit outside for breakfast is nice.  Rooftop pool is nice but it is quite small. ",40,Nov-19,Undisclosed,18,22
awesome location and amazing smart room,"the location is really superb. close to MRT Station, malls and food courts. The bed was really comfort even the room was not too spacious. I love the robot, it's really futuristic hotel! Wanted to return to this hotel someday.",50,Jun-19,Undisclosed,548,69
You'll love ur stay at YOTEL ,"Had a great experience staying there. Called the robots for a visit, it's fun. Enjoyed the nice view of Orchard Road from 28th floor. All essentials were nearby, walking distance. Great service overall. Loved it. ",50,Nov-19,Undisclosed,9,2
A pleasant business stay,"Prices are not to steep considering the location. Hipster hotel, good sleep quality, copious amount of channels to surf. Acceptable buffet breakfast. Good and friendly service. Loved the Adjustable bed.",40,Nov-19,Undisclosed,76,51
Amazing stay,Is a brand new hotel with the latest technology. Very clean and with an amazing customer service. The robots are great and the view is simply outstanding. They have a nice pool and great location. The metro is right next door😊,40,Nov-19,Undisclosed,6,4
Great experience,Very friendly personal and the integration of modern systems makes everything easier. Rooms are very clean and the breakfast has a very good quality and selection. The location of the hotel is awesome to explore the hole city. ,50,Nov-19,Undisclosed,1,2
Very Good,"It’s new experience, clean hotel starting from the reception to the room, very friendly and professional the staff, the room is very small, the value comparing with anathor hotels is expensive  The creative is the newage hotel system.  ",30,Nov-19,Undisclosed,1,2
Quirky but fun,I’ve never stayed in a hotel where a robot has cooked breakfast or brought bottles of water to my room until now. Leaving aside it’s great location on Orchard and the friendly staff the robots alone are worth staying here for. Looking for the negative comment? Well the rooms are on the small side but very efficiently designed. ,50,Nov-19,Undisclosed,225,218
good hotel,"modern, clean, minimalist hotel, near a shopping center. suitable for travel alone or couples. Highly recommended for travelers traveling to Singapore. next time i will return to this hotel to stay. good",50,Nov-19,Undisclosed,1,2
Cool hotel but...,"Has robots as your housekeeping service if you request for towels or water bottles, but when they’re busy, it’ll be ‘human‘ housekeeping staff. Although ‘one of the housekeeping staff was pretty unfriendly and rude (when we requested for water bottles, she threw them on our bed and made a face). Good space in the room but narrow walking spaces so big suitcases not advisable. Shower and bed was nice ",30,Nov-19,Undisclosed,1,2
