Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Pleasurable experience at the La Brasserie,"Excellent service by Kumar and Vijay. Love the ambiance and food.  The breads served along with the rillette was fantastic, the escargots with garlic bread was good but I would definitely  recommend the prawns with chorizo.  Soups were great but could have much more depth of flavour to the mushrooms. The onion soup was spot on and I enjoyed it  I had the beef cheek for my main course and I would prefer to have it served with sauce, nonetheless the meat was perfectly done. The lamb tasted wonderful with such succulent meat with aromatic herbs.  Dessert was satisfying, simple but never compromising on flavour  the apple desser with yuzu sorbet brightened my heavy meal after the mains. The brulee although rich in flavour was definitely a favorite.  I will love to be back here again…",40,Mar-21,Travelled as a couple,2,0,Fullerton
Enjoyable dining experience La Brasserie,"The dining experience at La Brasserie was enjoyable. The service was good, relaxed atmosphere, food was delicious and the service staffs were very attentive. Both the service staffs Kumar/vijay were friendly.",50,Mar-21,Travelled as a couple,84,35,Fullerton
Dinner at the Brasserie ,"Had dinner at the Brasserie. Food and ambience was good. Service team was warm and friendly. A special mention to Kumar, he was a delight with his energy and personality. The Heritage Negroni is a must. ",50,Mar-21,Travelled as a couple,6,3,Fullerton
Excellent friendly service!,"Kumar and Vijay were super friendly from the get go! Would definitely come again just for them. They were personable, kind and just overall the Lind of service you’d want at the end of a long day. La Brasserie at the Fullerton Bay is lucky to have them!",50,Mar-21,Travelled as a couple,1,0,Fullerton
Restaurant week dinner,Had a lovely restaurant week dinner at La Brasserie. Reasonably priced. Elegant ambience with attentive and personable service from Kumar and Vijay. Portions were reasonable though the mains tend to be small. Prawns and chorizo was yummy. French onion was great though we weren’t crazy about the mushroom soup. Lamb and beef were nicely done (just a bit small) and both desserts were pleasant to the palette.,50,Mar-21,Travelled as a couple,27,6,Fullerton
Birthday dinner,"Thank You Cristina Ida for your hospitality! We really enjoyed the dinner, ambience and good service. I enjoyed birthday with my girlfriends. Was surprised with the birthday card. Would definitely come back again.",50,Mar-21,Travelled with friends,6,0,Fullerton
Fantastic Birthday Weekend!,"It was such an awesome choice to pick this hotel for my husband’s birthday celebration from the 20th to the 22nd of March.  It was walking distance to MBS, and it was such a scenic walk too!  The room gave an aura of old charm, and the balcony opens up to a breathtaking view, be it day or night. We were just content to sit at the balcony and listening to the sound of the water. There were all the amneties that we needed, and the toilet were clean, big and spacious. Nothing to complain about at all.  (Our room were Bay View)  As per the norm, you have to book a slot at the pool, at the gym etc. The pool was located nicely at the roof, and again, the view was amazing. There were plenty of sunbeds too.  Our room came w breakfast but we didn’t manage to go because we slept in. Bed…",50,Mar-21,Travelled as a couple,21,2,Fullerton
Perfect for date nights,Romantic place and food exceeded expectations! Perfect for date nights and Kumar’s service is awesome !! Visited during the SG dining week promotion and it was well worth the $$. Definitely try the duck confit and beef cheek.,50,Mar-21,Travelled as a couple,1,0,Fullerton
EXCELLENT SERVICE BY KUMAR,"It was a lovely evening, coupled with a splendid view of the applauded CBD of our tiny red dot. It started with that, but that's just the start of it. We were pleasantly greeted by Kumar who made the entire evening a wonderful experience and we had the privilege to be attended by him for the rest of the evening. The food was aesthetically pleasing, I would like to highlight the prawns with chorizo and the halibut, tho it needed a dash of salt and pepper. I'm not so much of a dessert person but the Apple dessert did bring about a much-needed slight sugar rush for the evening. Would recommend, definitely. Look for Kumar, thank me later!",40,Mar-21,Travelled as a couple,5,0,Fullerton
Great customer service,"Kumar was excellent, always on the lookout if we needed any service and great people skills engaging with us. I gave 4 stars because of the food, perhaps due to restaurant week. The mushroom soup has a hint of Campbell and the creme brûlée felt mass produced. The mains (beef cheek and halibut) were excellent",40,Mar-21,Travelled as a couple,6,0,Fullerton
Dinner @ La Brasserie,"Brilliant dinner with wonderful hospitality by Kumar (: Thoroughly enjoyed the experience! Will be back in the near future.   Appetisers, Mains were good. Desserts slightly excessive but can’t complain!!",50,Mar-21,Travelled as a couple,7,0,Fullerton
Amazing drinks. Amazing food,"Had dinner at La Brasserie and drinks at the Gin Parlour. Mano, Carisma, Kumar, Benson were particularly amazing. Music at Gin Parlour was terrific. Suited the mood and ambience. Thank you Fullerton Bay!",50,Mar-21,Travelled with friends,2,3,Fullerton
Wonderful service!,"Kumar was most amazing! He was super friendly, service was prompt and took care of all our requests! Xin Rong also snapped really pretty photos for us. Both of them made our visit extremely enjoyable :)",50,Mar-21,Travelled with friends,1,0,Fullerton
Awesome service & food,"Came here for hightea and the service was amazing! Kumar was extremely friendly and patient while taking our orders. XinRong was helpful with the photography, as girls being girls, we needed to take lots of photos!",50,Mar-21,Travelled with friends,5,5,Fullerton
Personalised service!,Came for my hubby’s birthday celebration and was welcomed by the great team over at the landing point. Special mention to kumar for his personalised service whose made the experience even more enjoyable!   Highly recommend.,50,Mar-21,Travelled as a couple,1,0,Fullerton
Quite disappointed ,"We got there almost 3pm and stated our room was not ready yet and not sure what specific time the room will be ready, i’m just shocked that one of the well know 5star hotel in SG would have something like this, we checked-in earlier last month in Fullerton Hotel the service was impeccable cannot help to compare with one another. I believed roughly 1 1/2 hour they informed us our room was ready. I must mention also while waiting for the room to be ready they took us to the Lantern bar to have refreshments which is nice gestures of them and the staff were very professional also on how they handle things. Evening time went to La Brassiere for dinner, waited another hour for our dessert to be serve, staff are apologetic and did not charge us also. Fullerton Bay hotel did not give me…",20,Mar-21,Travelled with friends,243,73,Fullerton
